ID_en,Name_en,global_id,AdmArea_en,District_en,Address_en,LocationDescription_en,Longitude_WGS84_en,Latitude_WGS84_en,CarCapacity_en,Mode_en,geoData
391,"Парковка такси по адресу Дубининская улица, дом 7/4",861508284,Czentral`ny'j administrativny'j okrug,rajon Zamoskvorech`e,"Дубининская улица, дом 7/4",Павелецкий вокзал,37.6368534564971,55.7289709102552,4,круглосуточно,"{type=Point, coordinates=[37.6368534564971, 55.7289709102552]}"
392,"Парковка такси по адресу Валовая улица, дом 8",861508285,Czentral`ny'j administrativny'j okrug,rajon Zamoskvorech`e,"Валовая улица, дом 8",,37.632191,55.730703,3,круглосуточно,"{type=Point, coordinates=[37.632191, 55.730703]}"
393,"Парковка такси по адресу Комсомольская площадь, дом 5",861508286,Czentral`ny'j administrativny'j okrug,Krasnosel`skij rajon,"Комсомольская площадь, дом 5","Площадь прилегающая к Ленинградскому вокзалу, Краснопрудная улица",37.6561117172241,55.776081234122,20,круглосуточно,"{type=Point, coordinates=[37.6561117172241, 55.776081234122]}"
394,"Парковка такси по адресу Нижегородская улица, дом 1",861508287,Czentral`ny'j administrativny'j okrug,Taganskij rajon,"Нижегородская улица, дом 1",Напротив ТЦ «Нижегородский пассаж» в кармане проезжей части,37.6742541790008,55.7388716670817,4,круглосуточно,"{type=Point, coordinates=[37.6742541790008, 55.7388716670817]}"
395,"Парковка такси по адресу Абельмановская улица, дом 17",861508288,Czentral`ny'j administrativny'j okrug,Taganskij rajon,"Абельмановская улица, дом 17",На паркове слева от кинотеатра «Победа»,37.6707726716995,55.7349213306178,3,круглосуточно,"{type=Point, coordinates=[37.6707726716995, 55.7349213306178]}"
396,"Парковка такси по адресу Никольская улица, дом 25",861508289,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Никольская улица, дом 25","Пересечение Театрального проезда и Никольской улицы, у ТЦ «Наутилус»",37.6246386766433,55.759474584206,2,круглосуточно,"{type=Point, coordinates=[37.6246386766433, 55.759474584206]}"
397,"Парковка такси по адресу Никольская улица, дом 12/1/2, строение 3",861508290,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Никольская улица, дом 12/1/2, строение 3",,37.626233,55.759121,5,круглосуточно,"{type=Point, coordinates=[37.626233, 55.759121]}"
398,"Парковка такси по адресу улица улица Садовая-Черногрязская, дом 13/1",861508291,Czentral`ny'j administrativny'j okrug,Basmanny'j rajon,"улица Садовая-Черногрязская, дом 13/1",У магазина Азбука Вкуса,37.655890,55.764569,3,круглосуточно,"{type=Point, coordinates=[37.65589, 55.764569]}"
399,"Парковка такси по адресу площадь Курского Вокзала, дом 33",861508292,Czentral`ny'j administrativny'j okrug,Basmanny'j rajon,"площадь Курского Вокзала, дом 33","площадь Курского вокзала, напротив входа на вокзал",37.6603925228118,55.7569450933552,20,круглосуточно,"{type=Point, coordinates=[37.6603925228118, 55.7569450933552]}"
400,"Парковка такси по адресу Новорязанская улица, дом 10",861508293,Czentral`ny'j administrativny'j okrug,Krasnosel`skij rajon,"Новорязанская улица, дом 10","Казанский вокзал, в кармане напротив Новорязанской улицы, дома 10",37.6574367284774,55.7723217435454,5,круглосуточно,"{type=Point, coordinates=[37.6574367284774, 55.7723217435454]}"
401,"Парковка такси по адресу площадь Тверская Застава, дом 9, строение 1",861508294,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"площадь Тверская Застава, дом 9, строение 1",Возле входа в здание Белорусского вокзала,37.5827586650848,55.7768430449661,10,круглосуточно,"{type=Point, coordinates=[37.5827586650848, 55.7768430449661]}"
402,"Парковка такси по адресу Казанский вокзал, Рязанский проезд",861508295,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Казанский вокзал, Рязанский проезд",,37.654413,55.772995,3,круглосуточно,"{type=Point, coordinates=[37.654413, 55.772995]}"
403,"Парковка такси по адресу Комсомольская площадь, дом 2",861508296,Czentral`ny'j administrativny'j okrug,Krasnosel`skij rajon,"Комсомольская площадь, дом 2","Казанский вокзал, Комсомольская площадь, прилегающая к зданию вокзала",37.6546365022659,55.7743644651949,20,круглосуточно,"{type=Point, coordinates=[37.6546365022659, 55.7743644651949]}"
404,"Парковка такси по адресу Ладожская улица, дом 2/37, строение 4",861508297,Czentral`ny'j administrativny'j okrug,Basmanny'j rajon,"Ладожская улица, дом 2/37, строение 4",На парковке «Темпл Бар»,37.6797151565551,55.7713893579039,4,круглосуточно,"{type=Point, coordinates=[37.6797151565551, 55.7713893579039]}"
406,"Парковка такси по адресу Большая Сухаревская площадь, дом 2, строение 1",861508299,Czentral`ny'j administrativny'j okrug,Meshhanskij rajon,"Большая Сухаревская площадь, дом 2, строение 1",Станция метро «Сухаревская»,37.6323688030242,55.7720547033349,4,круглосуточно,"{type=Point, coordinates=[37.6323688030242, 55.7720547033349]}"
407,"Парковка такси по адресу улица Кузнецкий Мост, дом 13/9, строение 1",861508300,Czentral`ny'j administrativny'j okrug,Meshhanskij rajon,"улица Кузнецкий Мост, дом 13/9, строение 1","Московский Дом Художника, разметка",37.6232618455833,55.7622151838537,2,круглосуточно,"{type=Point, coordinates=[37.6232618455833, 55.7622151838537]}"
408,"Парковка такси по адресу Неглинная улица, дом 8/10",861508301,Czentral`ny'j administrativny'j okrug,Meshhanskij rajon,"Неглинная улица, дом 8/10","Пересечение с улицей Кузнецкий мост - ресторан «Елки-палки», разметка",37.6201664686595,55.7616424506374,3,круглосуточно,"{type=Point, coordinates=[37.6201664686595, 55.7616424506374]}"
409,"Парковка такси по адресу Пушечная улица, дом 9",861508302,Czentral`ny'j administrativny'j okrug,Meshhanskij rajon,"Пушечная улица, дом 9","Перед аркой у кофейни, напротив «Детского мира», разметка",37.6241092081909,55.7607194681305,2,круглосуточно,"{type=Point, coordinates=[37.6241092081909, 55.7607194681305]}"
410,"Парковка такси по адресу Неглинная улица, дом 2",861508303,Czentral`ny'j administrativny'j okrug,Meshhanskij rajon,"Неглинная улица, дом 2",Пересечение с Театральным проездом,37.622063755989,55.7592723517116,2,круглосуточно,"{type=Point, coordinates=[37.622063755989, 55.7592723517116]}"
411,"Парковка такси по адресу Неглинная улица, дом 29, строение 14",861508304,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Неглинная улица, дом 29, строение 14",Со стороны Петровского бульвара,37.620743,55.766947,3,круглосуточно,"{type=Point, coordinates=[37.620743, 55.766947]}"
412,"Парковка такси по адресу улица Рождественка, дом 28/8, строение 16",861508305,Czentral`ny'j administrativny'j okrug,Meshhanskij rajon,"улица Рождественка, дом 28/8, строение 16",У входа в церковь,37.6235604286193,55.7658654962345,2,круглосуточно,"{type=Point, coordinates=[37.6235604286193, 55.7658654962345]}"
413,"Парковка такси по адресу Рождественский бульвар, дом 10/7",861508306,Czentral`ny'j administrativny'j okrug,Meshhanskij rajon,"Рождественский бульвар, дом 10/7",У входа в ресторан «Мюнхен»,37.6264196634292,55.7664162578059,1,круглосуточно,"{type=Point, coordinates=[37.6264196634292, 55.7664162578059]}"
414,"Парковка такси по адресу Сретенский бульвар, дом 19/4",861508307,Czentral`ny'j administrativny'j okrug,Krasnosel`skij rajon,"Сретенский бульвар, дом 19/4","Милютенский переулок, 2 крайних машиноместа на пересечении со Сретенским бульваром",37.6325138567699,55.7662481632367,3,круглосуточно,"{type=Point, coordinates=[37.6325138567699, 55.7662481632367]}"
415,"Парковка такси по адресу Сретенский бульвар, дом 2",861508308,Czentral`ny'j administrativny'j okrug,Krasnosel`skij rajon,"Сретенский бульвар, дом 2","Сретенский бульвар, дом 2",37.631586,55.766187,3,круглосуточно,"{type=Point, coordinates=[37.631586, 55.766187]}"
417,"Парковка такси по адресу Пушкинская площадь, дом 2, строение 1",861508310,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Пушкинская площадь, дом 2, строение 1","Со строны Странстного бульвара, у театра «Россия»",37.6077971933045,55.7668367929968,4,круглосуточно,"{type=Point, coordinates=[37.6077971933045, 55.7668367929968]}"
418,"Парковка такси по адресу Чистопрудный бульвар, дом 14, строение 3",861508311,Czentral`ny'j administrativny'j okrug,Basmanny'j rajon,"Чистопрудный бульвар, дом 14, строение 3","Чистопрудный бульвар, дом 14, строение 3",37.644477,55.759897,3,круглосуточно,"{type=Point, coordinates=[37.644477, 55.759897]}"
419,"Парковка такси по адресу Малый Ивановский переулок, дом 7-9, строение 1",861508312,Czentral`ny'j administrativny'j okrug,Basmanny'j rajon,"Малый Ивановский переулок, дом 7-9, строение 1",У ресторана,37.6410072593898,55.7542402885111,2,круглосуточно,"{type=Point, coordinates=[37.6410072593898, 55.7542402885111]}"
420,"Парковка такси по адресу Петропавловский переулок, дом 5, строение 1",861508313,Czentral`ny'j administrativny'j okrug,Taganskij rajon,"Петропавловский переулок, дом 5, строение 1",Пересечение с Яузским бульваром,37.6438157736993,55.7512460443889,3,круглосуточно,"{type=Point, coordinates=[37.6438157736993, 55.7512460443889]}"
421,"Парковка такси по адресу Большой Кисловский переулок, дом 10, строение 1",861508314,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"Большой Кисловский переулок, дом 10, строение 1",Пересечение с улицей Воздвиженка,37.6054123879657,55.7529415823123,2,круглосуточно,"{type=Point, coordinates=[37.6054123879657, 55.7529415823123]}"
422,"Парковка такси по адресу Большая Никитская улица, дом 19, строение 13",861508315,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"Большая Никитская улица, дом 19, строение 13",у входа в театр им. Маяковского,37.601331,55.756771,2,круглосуточно,"{type=Point, coordinates=[37.601331, 55.756771]}"
423,"Парковка такси по адресу Большая Никитская улица, дом 12, строение 2",861508316,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"Большая Никитская улица, дом 12, строение 2",Газетный переулок у гостиницы «Никитская»,37.6072171389205,55.7564798363533,2,круглосуточно,"{type=Point, coordinates=[37.6072171389205, 55.7564798363533]}"
424,"Парковка такси по адресу Большая Никитская улица, дом 2",861508317,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"Никитская улица, дом 2","Никитская улица, дом 2",37.597423,55.757931,3,круглосуточно,"{type=Point, coordinates=[37.597423, 55.757931]}"
425,"Парковка такси по адресу Малая Никитская улица, дом 25",861508318,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"Малая Никитская улица, дом 25","Малая Никитская улица, дом 25",37.588916,55.758706,3,круглосуточно,"{type=Point, coordinates=[37.588916, 55.758706]}"
426,"Парковка такси по адресу Вознесенский переулок, дом 7",861508319,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"Вознесенский переулок, дом 7",Вознесенский переулок у Англиканской церкви Святого Андрея ближайшие машиноместа к входу в Гостиницу «Marriott Courtyard City Center»,37.6043544172716,55.7580822979451,3,круглосуточно,"{type=Point, coordinates=[37.6043544172716, 55.7580822979451]}"
427,"Парковка такси по адресу Тверской бульвар, дом 22",861508320,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"Тверской бульвар, дом 22",у МХАТ,37.603873,55.761452,2,круглосуточно,"{type=Point, coordinates=[37.603873, 55.761452]}"
428,"Парковка такси по адресу Малый Знаменский переулок, дом 14",861508321,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"Малый Знаменский переулок, дом 14","Пересечение с улицей Волхонка, разметка",37.6057153164947,55.7465511184502,1,круглосуточно,"{type=Point, coordinates=[37.6057153164947, 55.7465511184502]}"
429,"Парковка такси по адресу улица 1-я Тверская-Ямская, дом 19",861508322,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"улица Тверская-Ямская, дом 19","улица Тверская-Ямская, дом 19",37.587919,55.774001,2,круглосуточно,"{type=Point, coordinates=[37.587919, 55.774001]}"
430,"Парковка такси по адресу улица 1-я Тверская-Ямская, дом 2",861508323,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"улица Тверская-Ямская, дом 2",У станции метро «Маяковская»,37.6014189002671,55.7571393388233,2,круглосуточно,"{type=Point, coordinates=[37.6014189002671, 55.7571393388233]}"
431,"Парковка такси по адресу улица Малая Дмитровка, дом 5/9",861508325,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"улица Малая Дмитровка, дом 4",После остановки «Пушкинская площадь» МГТ «Ленком»,37.6062690317303,55.7675391535912,2,круглосуточно,"{type=Point, coordinates=[37.6062690317303, 55.7675391535912]}"
432,"Парковка такси по адресу улица Машкова, дом 23",861508326,Czentral`ny'j administrativny'j okrug,Basmanny'j rajon,"улица Машкова, дом 23",Пересечение с Садовой-Черногрязской улицей,37.6550370092445,55.7648167643333,1,круглосуточно,"{type=Point, coordinates=[37.6550370092445, 55.7648167643333]}"
433,"Парковка такси по адресу Настасьинский переулок, дом 2",861508327,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Настасьинский переулок, дом 2",Пересечение с Тверской улицей,37.602651536481,55.7663700394859,3,круглосуточно,"{type=Point, coordinates=[37.602651536481, 55.7663700394859]}"
434,"Парковка такси по адресу Неглинная улица, дом 19",861508328,Czentral`ny'j administrativny'j okrug,Meshhanskij rajon,"Неглинная улица, дом 19","улица Петровские линии, у гостиницы «Будапешт»",37.601331,55.756771,3,круглосуточно,"{type=Point, coordinates=[37.601331, 55.756771]}"
435,"Парковка такси по адресу Гоголевский бульвар, напротив дома 2, строение 18",861508329,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"Гоголевский бульвар, напротив дома 2, строение 18",,37.602391,55.745123,3,круглосуточно,"{type=Point, coordinates=[37.602391, 55.745123]}"
436,"Парковка такси по адресу Гоголевский бульвар, дом 14, строение 2",861508330,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"Гоголевский бульвар, дом 14, строение 2",,37.601205,55.747976,3,круглосуточно,"{type=Point, coordinates=[37.601205, 55.747976]}"
439,"Парковка такси по адресу улица Народная, дом 20, строение 2",861508333,Czentral`ny'j administrativny'j okrug,Taganskij rajon,"улица Народная, дом 20, строение 2","улица Народная, дом 20, строение 2",37.648906,55.737025,2,круглосуточно,"{type=Point, coordinates=[37.648906, 55.737025]}"
440,"Парковка такси по адресу Таганская площадь, дом 2",861508334,Czentral`ny'j administrativny'j okrug,Taganskij rajon,"Таганская площадь, дом 2",Вфход из станция метро «Таганская» (кольцевая),37.652896,55.738914,3,круглосуточно,"{type=Point, coordinates=[37.652896, 55.738914]}"
441,"Парковка такси по адресу улица Новослободская, дом 14, строение 2",861508335,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"улица Новослободская, дом 14, строение 2","улица Новослободская, дом 14, строение 2",37.599696,55.781281,2,круглосуточно,"{type=Point, coordinates=[37.599696, 55.781281]}"
442,"Парковка такси по адресу Клементовский переулок, дом 9/1",861508336,Czentral`ny'j administrativny'j okrug,rajon Zamoskvorech`e,"Клементовский переулок, дом 9/1","со стороны улицы Малая Ордынка, станция метро «Третьяковская»",37.626268,55.740740,2,круглосуточно,"{type=Point, coordinates=[37.626268, 55.74074]}"
443,"Парковка такси по адресу Большая Грузинская улица, дом 1, строение 1",861508337,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"Большая Грузинская улица, дом 1, строение 1",у Московского зоопарка,37.578424,55.761173,2,круглосуточно,"{type=Point, coordinates=[37.578424, 55.761173]}"
444,"Парковка такси по адресу Малая Бронная улица, дом 8/1",861508338,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"Малая Бронная улица, дом 8/1","У ресторана «Аист», разметка",37.5966881812928,55.7601897242041,2,круглосуточно,"{type=Point, coordinates=[37.5966881812928, 55.7601897242041]}"
445,"Парковка такси по адресу Поварская улица, дом 46/54, строение 2",861508339,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"Поварская улица, дом 46/54, строение 2","Пересечение с Садовым кольцом, разметка",37.585273397126,55.7580094314466,3,круглосуточно,"{type=Point, coordinates=[37.585273397126, 55.7580094314466]}"
446,"Парковка такси по адресу Спиридоньевский переулок, дом 8",861508340,Czentral`ny'j administrativny'j okrug,Presnenskij rajon,"Спиридоньевский переулок, дом 8","Пересечение с Малой Бронной улицей, разметка",37.5947115003145,55.7624184574614,2,круглосуточно,"{type=Point, coordinates=[37.5947115003145, 55.7624184574614]}"
447,"Парковка такси по адресу улица Пречистенка, дом 29",861508341,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"улица Пречистенка, дом 29",,37.590613,55.740392,3,круглосуточно,"{type=Point, coordinates=[37.590613, 55.740392]}"
448,"Парковка такси по адресу улица Пречистенка, дом 19/11, строение 1",861508342,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"Пречистенка, дом 19/11, строение 1",у Галереи,37.593260,55.741429,3,круглосуточно,"{type=Point, coordinates=[37.59326, 55.741429]}"
449,"Парковка такси по адресу улица Пречистенка, дом 35, строение 1",861508343,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"улица Пречистенка, дом 35, строение 1",,37.588612,55.739594,2,круглосуточно,"{type=Point, coordinates=[37.588612, 55.739594]}"
450,"Парковка такси по адресу Пречистенская набережная, дом 1",861508344,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"Пречистенская набережная, дом 1",,37.598495,55.735245,2,круглосуточно,"{type=Point, coordinates=[37.598495, 55.735245]}"
451,"Парковка такси по адресу Пречистенская набережная, дом 5",861508345,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"Пречистенская набережная, дом 5",,37.601071,55.736446,3,круглосуточно,"{type=Point, coordinates=[37.601071, 55.736446]}"
452,"Парковка такси по адресу улица Большая Лубянка, дом 24/15, строение 1",861508346,Czentral`ny'j administrativny'j okrug,Krasnosel`skij rajon,"улица Большая Лубянка, дом 24/15, строение 1",,37.630710,55.765304,5,круглосуточно,"{type=Point, coordinates=[37.63071, 55.765304]}"
453,"Парковка такси по адресу Саввинская набережная, дом 12, строение 8",861508347,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"Саввинская набережная, дом 12, строение 8",,37.560404,55.732345,5,круглосуточно,"{type=Point, coordinates=[37.560404, 55.732345]}"
454,"Парковка такси по адресу Китайгородский проезд, дом 7",861508348,Czentral`ny'j administrativny'j okrug,Taganskij rajon,"Китайгородский проезд, дом 7",,37.633233,55.752011,5,круглосуточно,"{type=Point, coordinates=[37.633233, 55.752011]}"
455,"Парковка такси по адресу Москворецкая набережная, дом 3",861508349,Czentral`ny'j administrativny'j okrug,Taganskij rajon,"Москворецкая набережная, дом 3",у пересечения с Китайгородским проездом,37.631696,55.749757,5,круглосуточно,"{type=Point, coordinates=[37.631696, 55.749757]}"
456,"Парковка такси по адресу улица Большая Якиманка, дом 24",861508350,Czentral`ny'j administrativny'j okrug,rajon Yakimanka,"улица Большая Якиманка, дом 24",,37.614078,55.737756,3,круглосуточно,"{type=Point, coordinates=[37.614078, 55.737756]}"
457,"Парковка такси по адресу улица Солянка, дом 9А, строение 2",861508351,Czentral`ny'j administrativny'j okrug,Taganskij rajon,"улица Солянка, дом 9А, строение 2",Разметка,37.6408329426521,55.7518329685774,2,круглосуточно,"{type=Point, coordinates=[37.6408329426521, 55.7518329685774]}"
458,"Парковка такси по адресу Красная площадь, дом 3",861508352,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"Красная площадь, дом 3","Выход из ГУМа, разметка",37.6224553585052,55.7537064415619,3,круглосуточно,"{type=Point, coordinates=[37.6224553585052, 55.7537064415619]}"
459,"Парковка такси по адресу улица Ильинка, дом 4",861508353,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"улица Ильинка, дом 4","Пересечение с Рыбным переулком, Гостиный двор, разметка",37.6255279900215,55.7548294316626,2,круглосуточно,"{type=Point, coordinates=[37.6255279900215, 55.7548294316626]}"
460,"Парковка такси по адресу улица Варварка, дом 3",861508354,Czentral`ny'j administrativny'j okrug,Tverskoj rajon,"улица Варварка, дом 3","После пересечения с Рыбным переулком, Гостиный двор",37.6278664467099,55.7528941856227,2,круглосуточно,"{type=Point, coordinates=[37.6278664467099, 55.7528941856227]}"
461,"Парковка такси по адресу Фролов переулок, дом 2",861508355,Czentral`ny'j administrativny'j okrug,Krasnosel`skij rajon,"Фролов переулок, дом 2","Вход в театр «Et Cetera», разметка",37.6351345359034,55.7651216992714,1,круглосуточно,"{type=Point, coordinates=[37.6351345359034, 55.7651216992714]}"
462,"Парковка такси по адресу Кадашёвская набережная, дом 14",861508356,Czentral`ny'j administrativny'j okrug,rajon Yakimanka,"Кадашёвская набережная, дом 14","Лужков мост, разметка",37.6192339180852,55.7440622484081,1,круглосуточно,"{type=Point, coordinates=[37.6192339180852, 55.7440622484081]}"
463,"Парковка такси по адресу 3-й Голутвинский переулок, дом 22",861508357,Czentral`ny'j administrativny'j okrug,rajon Yakimanka,"3-й Голутвинский переулок, дом 22","Пересечение с улицей Большая Якиманка, разметка",37.6145020724652,55.7376835881602,1,круглосуточно,"{type=Point, coordinates=[37.6145020724652, 55.7376835881602]}"
464,"Парковка такси по адресу улица Бахрушина, дом 25",861508358,Czentral`ny'j administrativny'j okrug,rajon Zamoskvorech`e,"улица Бахрушина, дом 25","Кинотеатр «Пять звезд», разметка",37.6368686377281,55.7330678870569,2,круглосуточно,"{type=Point, coordinates=[37.6368686377281, 55.7330678870569]}"
465,"Парковка такси по адресу улица Бахрушина, дом 12",861508359,Czentral`ny'j administrativny'j okrug,rajon Zamoskvorech`e,"улица Бахрушина, дом 12",Разметка,37.6351981579864,55.7354967516573,2,круглосуточно,"{type=Point, coordinates=[37.6351981579864, 55.7354967516573]}"
466,"Парковка такси по адресу Всеволожский переулок, дом 10",861508360,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"Всеволожский переулок, дом 10","Четная сторона, ближайшие к пересечению с улицей Остроженка; разметка",37.5996563670923,55.7424233969902,1,круглосуточно,"{type=Point, coordinates=[37.5996563670923, 55.7424233969902]}"
467,"Парковка такси по адресу улица Остоженка, дом 53/2, строение 1",861508361,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"улица Остоженка, дом 53/2, строение 1",Станция метро Парк Культуры,37.594741,55.735880,3,круглосуточно,"{type=Point, coordinates=[37.594741, 55.73588]}"
468,"Парковка такси по адресу Новый Арбат, дом 11, строение 2",861508362,Czentral`ny'j administrativny'j okrug,rajon Arbat,"Новый Арбат, дом 11, строение 2","Арбатский переулок, у ресторана",37.596767,55.751888,2,круглосуточно,"{type=Point, coordinates=[37.596767, 55.751888]}"
469,"Парковка такси по адресу Новый Арбат, дом 26",861508363,Czentral`ny'j administrativny'j okrug,rajon Arbat,"Новый Арбат, дом 26","Новый Арбат, дом 26",37.585790,55.753058,3,круглосуточно,"{type=Point, coordinates=[37.58579, 55.753058]}"
470,"Парковка такси по адресу Новый Арбат, дом 8",861508364,Czentral`ny'j administrativny'j okrug,rajon Arbat,"Новый Арбат, дом 8","Новый Арбат, дом 8",37.595348,55.753103,3,круглосуточно,"{type=Point, coordinates=[37.595348, 55.753103]}"
471,"Парковка такси по адресу Зубовский бульвар, дом 5",861508365,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"Зубовский бульвар, дом 5",Станция метро Парк Культуры,37.593629,55.734722,3,круглосуточно,"{type=Point, coordinates=[37.593629, 55.734722]}"
472,"Парковка такси по адресу Зубовский бульвар, дом 17, строение 1",861508366,Czentral`ny'j administrativny'j okrug,rajon Xamovniki,"Зубовский бульвар, дом 17, строение 1",,37.591177,55.736298,3,круглосуточно,"{type=Point, coordinates=[37.591177, 55.736298]}"
